Daerah,Tahun,Bulan,Produksi (Ton)
Kota Pasuruan,2021,Februari,700.73
Kota Pasuruan,2021,Maret,290.75
Kota Pasuruan,2021,April,1177.99
Kota Pasuruan,2021,Mei,314.21
Kota Pasuruan,2021,Juni,606.25
Kota Pasuruan,2021,Juli,400.17
Kota Pasuruan,2021,Agustus,635.73
Kota Pasuruan,2021,September,769.78
Kota Pasuruan,2021,Oktober,913.0
Kota Pasuruan,2021,November,891.34
Kota Pasuruan,2021,Desember,1019.68
Kota Pasuruan,2022,Januari,204.67
Kota Pasuruan,2022,Februari,520.91
Kota Pasuruan,2022,Maret,576.99
Kota Pasuruan,2022,April,504.85
Kota Pasuruan,2022,Mei,691.41
Kota Pasuruan,2022,Juni,1133.05
Kota Pasuruan,2022,Juli,490.68
Kota Pasuruan,2022,Agustus,461.3
Kota Pasuruan,2022,September,571.15
Kota Pasuruan,2022,Oktober,857.32
Kota Pasuruan,2022,November,1010.78
Kota Pasuruan,2022,Desember,270.58
Kota Pasuruan,2023,Januari,291.79
Kota Pasuruan,2023,Februari,100.74
Kota Pasuruan,2023,Maret,973.29
Kota Pasuruan,2023,April,1239.35
Kota Pasuruan,2023,Mei,602.09
Kota Pasuruan,2023,Juni,612.92
Kota Pasuruan,2023,Juli,534.09
Kota Pasuruan,2023,Agustus,326.12
Kota Pasuruan,2023,September,954.38
Kota Pasuruan,2023,Oktober,1246.56
Kota Pasuruan,2023,November,1042.65
Kota Pasuruan,2023,Desember,96.05
Kota Pasuruan,2024,Januari,507.0
Kota Pasuruan,2024,Februari,1209.01
Kota Pasuruan,2024,Maret,698.42
Kota Pasuruan,2024,April,638.13
Kota Pasuruan,2024,Mei,235.27
Kota Pasuruan,2024,Juni,933.75
Kota Pasuruan,2024,Juli,676.19
Kota Pasuruan,2024,Agustus,882.27
Kota Pasuruan,2024,September,763.34
Kota Pasuruan,2024,Oktober,207.96
Kota Pasuruan,2024,November,1690.18
Kota Pasuruan,2024,Desember,223.77
Kota Probolinggo,2018,Januari,0.0
Kota Probolinggo,2018,Februari,0.0
Kota Probolinggo,2018,Maret,1453.16
Kota Probolinggo,2018,April,2570.89
Kota Probolinggo,2018,Mei,950.48
Kota Probolinggo,2018,Juni,52.63
Kota Probolinggo,2018,Juli,0.0
Kota Probolinggo,2018,Agustus,0.0
Kota Probolinggo,2018,September,155.37
Kota Probolinggo,2018,Oktober,189.77
Kota Probolinggo,2018,November,188.03
Kota Probolinggo,2018,Desember,186.68
Kota Probolinggo,2019,Januari,427.0
Kota Probolinggo,2019,Februari,45.48
Kota Probolinggo,2019,Maret,692.89
Kota Probolinggo,2019,April,2698.47
Kota Probolinggo,2019,Mei,2455.93
Kota Probolinggo,2019,Juni,160.73
Kota Probolinggo,2019,Juli,0.0
Kota Probolinggo,2019,Agustus,0.0
Kota Probolinggo,2019,September,395.98
Kota Probolinggo,2019,Oktober,288.72
Kota Probolinggo,2019,November,0.0
Kota Probolinggo,2019,Desember,0.0
Kota Probolinggo,2020,Januari,0.0
Kota Probolinggo,2020,Februari,237.81
Kota Probolinggo,2020,Maret,455.94
Kota Probolinggo,2020,April,2453.72
Kota Probolinggo,2020,Mei,2492.03
Kota Probolinggo,2020,Juni,1005.67
Kota Probolinggo,2020,Juli,56.88
Kota Probolinggo,2020,Agustus,0.0
Kota Probolinggo,2020,September,0.0
Kota Probolinggo,2020,Oktober,465.8
Kota Probolinggo,2020,November,375.34
Kota Probolinggo,2020,Desember,0.0
Kota Probolinggo,2021,Januari,0.0
Kota Probolinggo,2021,Februari,83.33
Kota Probolinggo,2021,Maret,1156.3
Kota Probolinggo,2021,April,3546.65
Kota Probolinggo,2021,Mei,2626.77
Kota Probolinggo,2021,Juni,319.47
Kota Probolinggo,2021,Juli,171.29
Kota Probolinggo,2021,Agustus,513.88
Kota Probolinggo,2021,September,248.86
Kota Probolinggo,2021,Oktober,0.0
Kota Probolinggo,2021,November,187.64
Kota Probolinggo,2021,Desember,69.89
Kota Probolinggo,2022,Januari,118.83
Kota Probolinggo,2022,Februari,0.0
Kota Probolinggo,2022,Maret,977.15
Kota Probolinggo,2022,April,3586.28
Kota Probolinggo,2022,Mei,2831.75
Kota Probolinggo,2022,Juni,297.33
Kota Probolinggo,2022,Juli,0.0
Kota Probolinggo,2022,Agustus,0.0
Kota Probolinggo,2022,September,71.25
Kota Probolinggo,2022,Oktober,221.33
Kota Probolinggo,2022,November,0.0
Kota Probolinggo,2022,Desember,0.0
Kota Probolinggo,2023,Januari,86.88
Kota Probolinggo,2023,Februari,0.0
Kota Probolinggo,2023,Maret,1691.82
Kota Probolinggo,2023,April,3403.03
Kota Probolinggo,2023,Mei,959.13
Kota Probolinggo,2023,Juni,452.62
Kota Probolinggo,2023,Juli,355.99
Kota Probolinggo,2023,Agustus,153.82
Kota Probolinggo,2023,September,0.0
Kota Probolinggo,2023,Oktober,78.09
Kota Probolinggo,2023,November,98.71
Kota Probolinggo,2023,Desember,221.97
Kota Probolinggo,2024,Januari,131.07
Kota Probolinggo,2024,Februari,0.0
Kota Probolinggo,2024,Maret,514.4
Kota Probolinggo,2024,April,4511.7
Kota Probolinggo,2024,Mei,2329.03
Kota Probolinggo,2024,Juni,362.55
Kota Probolinggo,2024,Juli,0.0
Kota Probolinggo,2024,Agustus,114.57
Kota Probolinggo,2024,September,440.64
Kota Probolinggo,2024,Oktober,85.65
Kota Probolinggo,2024,November,3.63
Kota Probolinggo,2024,Desember,0.9
Kota Surabaya,2018,Januari,675.05
Kota Surabaya,2018,Februari,1033.43
Kota Surabaya,2018,Maret,4845.46
Kota Surabaya,2018,April,1148.63
Kota Surabaya,2018,Mei,494.6
Kota Surabaya,2018,Juni,409.49
Kota Surabaya,2018,Juli,1581.61
Kota Surabaya,2018,Agustus,2071.29
Kota Surabaya,2018,September,1312.53
Kota Surabaya,2018,Oktober,325.83
Kota Surabaya,2018,November,174.16
Kota Surabaya,2018,Desember,402.45
Kota Surabaya,2019,Januari,451.66
Kota Surabaya,2019,Februari,184.35
Kota Surabaya,2019,Maret,4277.15
Kota Surabaya,2019,April,482.65
Kota Surabaya,2019,Mei,732.1
Kota Surabaya,2019,Juni,458.0
Kota Surabaya,2019,Juli,763.87
Kota Surabaya,2019,Agustus,405.77
Kota Surabaya,2019,September,375.06
Kota Surabaya,2019,Oktober,785.04
Kota Surabaya,2019,November,355.18
Kota Surabaya,2019,Desember,325.95
Kota Surabaya,2020,Januari,12.23
Kota Surabaya,2020,Februari,126.06
Kota Surabaya,2020,Maret,88.56
Kota Surabaya,2020,April,4568.32
Kota Surabaya,2020,Mei,1265.9
Kota Surabaya,2020,Juni,445.17
Kota Surabaya,2020,Juli,533.79
Kota Surabaya,2020,Agustus,1136.45
Kota Surabaya,2020,September,735.18
Kota Surabaya,2020,Oktober,474.2
Kota Surabaya,2020,November,631.21
Kota Surabaya,2020,Desember,58.13
Kota Surabaya,2021,Januari,450.93
Kota Surabaya,2021,Februari,162.11
Kota Surabaya,2021,Maret,3805.02
Kota Surabaya,2021,April,1136.33
Kota Surabaya,2021,Mei,412.04
Kota Surabaya,2021,Juni,703.65
Kota Surabaya,2021,Juli,1149.5
Kota Surabaya,2021,Agustus,550.23
Kota Surabaya,2021,September,216.68
Kota Surabaya,2021,Oktober,616.55
Kota Surabaya,2021,November,343.55
Kota Surabaya,2021,Desember,286.08
Kota Surabaya,2022,Januari,98.34
Kota Surabaya,2022,Februari,982.24
Kota Surabaya,2022,Maret,3416.56
Kota Surabaya,2022,April,866.09
Kota Surabaya,2022,Mei,208.34
Kota Surabaya,2022,Juni,147.72
Kota Surabaya,2022,Juli,576.62
Kota Surabaya,2022,Agustus,741.73
Kota Surabaya,2022,September,520.13
Kota Surabaya,2022,Oktober,101.35
Kota Surabaya,2022,November,203.33
Kota Surabaya,2022,Desember,254.86
Kota Surabaya,2023,Januari,478.5
Kota Surabaya,2023,Februari,1532.01
Kota Surabaya,2023,Maret,1602.51
Kota Surabaya,2023,April,518.63
Kota Surabaya,2023,Mei,731.76
Kota Surabaya,2023,Juni,1224.41
Kota Surabaya,2023,Juli,344.39
Kota Surabaya,2023,Agustus,897.82
Kota Surabaya,2023,September,246.28
Kota Surabaya,2023,Oktober,186.16
Kota Surabaya,2023,November,261.22
Kota Surabaya,2023,Desember,45.19
Kota Surabaya,2024,Januari,283.57
Kota Surabaya,2024,Februari,50.29
Kota Surabaya,2024,Maret,558.0
Kota Surabaya,2024,April,3667.83
Kota Surabaya,2024,Mei,609.06
Kota Surabaya,2024,Juni,195.15
Kota Surabaya,2024,Juli,213.02
Kota Surabaya,2024,Agustus,395.54
Kota Surabaya,2024,September,760.32
Kota Surabaya,2024,Oktober,244.27
Kota Surabaya,2024,November,329.6
Kota Surabaya,2024,Desember,33.77
